SKU,Attr01,Attr02,Attr03,Attr04,Attr05,Attr06,Attr07,Attr08,Attr09,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49
SKU000056,Medium,WarehouseA,OutOfStock,Supplier4,25,Small,WarehouseA,InStock,Supplier3,169,XL,WarehouseA,LowStock,Supplier2,495,Small,WarehouseA,LowStock,Supplier1,391,XL,WarehouseC,OutOfStock,Supplier2,420,Small,WarehouseC,OutOfStock,Supplier1,142,Medium,WarehouseC,LowStock,Supplier3,161,Medium,WarehouseC,OutOfStock,Supplier3,290,Medium,WarehouseA,LowStock,Supplier4,312,Medium,WarehouseB,OutOfStock,Supplier2
SKU000057,Small,WarehouseC,OutOfStock,Supplier1,141,XL,WarehouseC,InStock,Supplier2,26,Large,WarehouseA,LowStock,Supplier4,453,Medium,WarehouseC,OutOfStock,Supplier4,160,Large,WarehouseB,InStock,Supplier1,353,Small,WarehouseB,LowStock,Supplier1,432,XL,WarehouseA,InStock,Supplier4,295,Large,WarehouseC,InStock,Supplier4,344,Large,WarehouseB,InStock,Supplier4,256,Large,WarehouseC,OutOfStock,Supplier3
SKU000058,Medium,WarehouseA,InStock,Supplier3,310,XL,WarehouseA,LowStock,Supplier4,299,Medium,WarehouseA,OutOfStock,Supplier2,92,Large,WarehouseA,InStock,Supplier1,432,Small,WarehouseB,OutOfStock,Supplier4,397,Medium,WarehouseA,OutOfStock,Supplier2,492,Medium,WarehouseB,InStock,Supplier1,477,Medium,WarehouseA,LowStock,Supplier4,300,Small,WarehouseC,InStock,Supplier2,199,XL,WarehouseC,LowStock,Supplier2
SKU000059,Medium,WarehouseB,InStock,Supplier3,186,XL,WarehouseC,InStock,Supplier4,253,Medium,WarehouseA,OutOfStock,Supplier4,232,Small,WarehouseA,InStock,Supplier3,170,Small,WarehouseB,InStock,Supplier4,321,Medium,WarehouseC,OutOfStock,Supplier4,188,Small,WarehouseA,OutOfStock,Supplier1,406,XL,WarehouseA,InStock,Supplier3,95,Medium,WarehouseB,OutOfStock,Supplier3,444,Large,WarehouseB,LowStock,Supplier1
SKU000060,XL,WarehouseA,OutOfStock,Supplier2,360,Large,WarehouseA,OutOfStock,Supplier1,306,XL,WarehouseA,OutOfStock,Supplier2,465,XL,WarehouseA,OutOfStock,Supplier1,183,Small,WarehouseB,LowStock,Supplier4,113,XL,WarehouseA,OutOfStock,Supplier1,151,Large,WarehouseB,LowStock,Supplier3,162,Medium,WarehouseA,OutOfStock,Supplier4,101,XL,WarehouseA,LowStock,Supplier3,47,Large,WarehouseC,InStock,Supplier3
SKU000061,XL,WarehouseC,LowStock,Supplier4,53,Large,WarehouseA,LowStock,Supplier1,17,Small,WarehouseC,OutOfStock,Supplier2,301,Small,WarehouseC,InStock,Supplier2,431,Medium,WarehouseB,LowStock,Supplier1,208,Small,WarehouseA,OutOfStock,Supplier4,36,Large,WarehouseA,InStock,Supplier2,111,Medium,WarehouseB,InStock,Supplier3,416,XL,WarehouseC,LowStock,Supplier4,446,XL,WarehouseA,OutOfStock,Supplier3
SKU000062,Medium,WarehouseC,OutOfStock,Supplier4,253,Medium,WarehouseA,InStock,Supplier3,365,XL,WarehouseC,LowStock,Supplier2,463,XL,WarehouseB,OutOfStock,Supplier4,374,Large,WarehouseA,InStock,Supplier1,125,Medium,WarehouseB,LowStock,Supplier2,258,Medium,WarehouseA,OutOfStock,Supplier1,220,XL,WarehouseC,OutOfStock,Supplier4,15,Small,WarehouseB,LowStock,Supplier2,47,Large,WarehouseC,OutOfStock,Supplier3
SKU000063,Small,WarehouseC,InStock,Supplier2,56,Large,WarehouseA,LowStock,Supplier3,283,XL,WarehouseA,LowStock,Supplier3,297,Large,WarehouseB,InStock,Supplier4,147,XL,WarehouseB,OutOfStock,Supplier4,428,Small,WarehouseC,LowStock,Supplier4,110,Medium,WarehouseA,LowStock,Supplier3,248,Large,WarehouseB,InStock,Supplier2,229,Medium,WarehouseC,InStock,Supplier1,374,XL,WarehouseC,OutOfStock,Supplier2
SKU000064,XL,WarehouseA,LowStock,Supplier3,26,Small,WarehouseA,OutOfStock,Supplier4,258,XL,WarehouseC,LowStock,Supplier4,143,Medium,WarehouseA,LowStock,Supplier1,151,Small,WarehouseC,LowStock,Supplier1,371,Large,WarehouseB,InStock,Supplier1,36,Small,WarehouseC,InStock,Supplier4,39,Medium,WarehouseB,InStock,Supplier1,391,Small,WarehouseC,LowStock,Supplier1,281,Medium,WarehouseC,LowStock,Supplier1
SKU000065,Medium,WarehouseC,InStock,Supplier1,171,Small,WarehouseA,InStock,Supplier3,117,Medium,WarehouseC,OutOfStock,Supplier1,99,Small,WarehouseB,InStock,Supplier1,188,Small,WarehouseA,OutOfStock,Supplier1,56,XL,WarehouseC,OutOfStock,Supplier4,148,Medium,WarehouseA,LowStock,Supplier3,368,Large,WarehouseB,OutOfStock,Supplier4,13,Small,WarehouseB,InStock,Supplier4,77,Medium,WarehouseC,InStock,Supplier3
SKU000066,Medium,WarehouseC,OutOfStock,Supplier3,167,Medium,WarehouseA,LowStock,Supplier1,292,XL,WarehouseC,OutOfStock,Supplier4,226,Medium,WarehouseC,InStock,Supplier2,62,Large,WarehouseB,LowStock,Supplier1,445,Large,WarehouseB,LowStock,Supplier1,251,Medium,WarehouseB,OutOfStock,Supplier3,63,Medium,WarehouseB,LowStock,Supplier1,172,XL,WarehouseB,LowStock,Supplier4,308,XL,WarehouseB,LowStock,Supplier2
SKU000067,Medium,WarehouseA,OutOfStock,Supplier1,223,Medium,WarehouseC,LowStock,Supplier3,146,Small,WarehouseC,OutOfStock,Supplier2,331,XL,WarehouseA,LowStock,Supplier3,133,Medium,WarehouseC,LowStock,Supplier2,75,Small,WarehouseA,OutOfStock,Supplier2,254,Small,WarehouseA,OutOfStock,Supplier4,159,Small,WarehouseB,OutOfStock,Supplier4,178,Large,WarehouseA,LowStock,Supplier1,400,XL,WarehouseC,InStock,Supplier3
SKU000068,Small,WarehouseC,LowStock,Supplier3,175,Small,WarehouseB,LowStock,Supplier3,33,XL,WarehouseA,LowStock,Supplier1,255,XL,WarehouseC,InStock,Supplier4,361,XL,WarehouseB,OutOfStock,Supplier2,393,Medium,WarehouseB,InStock,Supplier2,361,Medium,WarehouseC,LowStock,Supplier1,210,Medium,WarehouseA,InStock,Supplier2,239,XL,WarehouseA,OutOfStock,Supplier3,195,XL,WarehouseA,InStock,Supplier4
SKU000069,Large,WarehouseC,InStock,Supplier3,113,Small,WarehouseA,LowStock,Supplier3,197,Large,WarehouseC,InStock,Supplier4,209,Small,WarehouseA,InStock,Supplier1,145,Medium,WarehouseB,InStock,Supplier2,67,Medium,WarehouseB,InStock,Supplier3,394,Medium,WarehouseA,OutOfStock,Supplier4,376,Medium,WarehouseA,OutOfStock,Supplier1,161,Large,WarehouseB,LowStock,Supplier1,471,Large,WarehouseA,OutOfStock,Supplier2
SKU000070,XL,WarehouseC,InStock,Supplier1,358,Medium,WarehouseA,LowStock,Supplier3,176,Large,WarehouseB,LowStock,Supplier1,124,Medium,WarehouseB,OutOfStock,Supplier3,306,XL,WarehouseB,InStock,Supplier3,262,Large,WarehouseC,LowStock,Supplier2,258,Small,WarehouseC,OutOfStock,Supplier3,250,Small,WarehouseB,LowStock,Supplier2,96,Small,WarehouseA,InStock,Supplier2,90,Medium,WarehouseC,OutOfStock,Supplier1
SKU000071,Large,WarehouseB,InStock,Supplier3,367,XL,WarehouseB,InStock,Supplier2,223,Large,WarehouseB,LowStock,Supplier4,23,XL,WarehouseA,InStock,Supplier3,249,Medium,WarehouseA,InStock,Supplier3,386,Large,WarehouseB,InStock,Supplier1,290,Small,WarehouseB,OutOfStock,Supplier2,335,XL,WarehouseA,OutOfStock,Supplier2,110,Small,WarehouseA,OutOfStock,Supplier1,472,Medium,WarehouseA,LowStock,Supplier4
SKU000072,Medium,WarehouseB,LowStock,Supplier4,324,Large,WarehouseB,OutOfStock,Supplier3,131,Large,WarehouseB,OutOfStock,Supplier4,191,Medium,WarehouseB,OutOfStock,Supplier3,466,XL,WarehouseC,LowStock,Supplier1,23,Small,WarehouseA,LowStock,Supplier4,378,XL,WarehouseA,LowStock,Supplier3,110,Medium,WarehouseC,LowStock,Supplier1,75,Small,WarehouseB,LowStock,Supplier4,274,XL,WarehouseC,OutOfStock,Supplier1
SKU000073,Medium,WarehouseB,InStock,Supplier1,205,Large,WarehouseC,LowStock,Supplier4,239,Large,WarehouseA,InStock,Supplier2,315,Small,WarehouseA,InStock,Supplier4,489,Large,WarehouseB,OutOfStock,Supplier1,481,Medium,WarehouseB,OutOfStock,Supplier1,202,XL,WarehouseB,InStock,Supplier3,154,XL,WarehouseA,LowStock,Supplier4,434,Large,WarehouseA,OutOfStock,Supplier4,282,Small,WarehouseA,LowStock,Supplier4
SKU000074,Medium,WarehouseC,LowStock,Supplier4,377,Medium,WarehouseB,LowStock,Supplier2,375,Small,WarehouseB,OutOfStock,Supplier3,231,Small,WarehouseB,InStock,Supplier1,125,Small,WarehouseC,LowStock,Supplier3,71,Small,WarehouseA,LowStock,Supplier1,136,Small,WarehouseB,OutOfStock,Supplier4,172,Large,WarehouseC,LowStock,Supplier1,314,XL,WarehouseB,OutOfStock,Supplier3,62,XL,WarehouseB,LowStock,Supplier3
SKU000075,XL,WarehouseB,LowStock,Supplier2,73,Large,WarehouseB,LowStock,Supplier4,235,Medium,WarehouseA,LowStock,Supplier1,395,Large,WarehouseC,OutOfStock,Supplier1,414,Large,WarehouseC,LowStock,Supplier2,47,Small,WarehouseC,LowStock,Supplier4,446,Small,WarehouseC,OutOfStock,Supplier1,444,Large,WarehouseB,InStock,Supplier2,374,Small,WarehouseB,InStock,Supplier2,103,Medium,WarehouseA,OutOfStock,Supplier1
SKU000076,Large,WarehouseC,LowStock,Supplier1,34,Medium,WarehouseB,OutOfStock,Supplier2,351,Small,WarehouseB,LowStock,Supplier4,92,Large,WarehouseA,OutOfStock,Supplier4,99,Large,WarehouseC,InStock,Supplier4,313,Small,WarehouseC,LowStock,Supplier1,62,Medium,WarehouseC,InStock,Supplier3,155,Medium,WarehouseA,InStock,Supplier4,210,Medium,WarehouseA,LowStock,Supplier3,117,Small,WarehouseB,LowStock,Supplier4
SKU000077,Small,WarehouseB,OutOfStock,Supplier4,51,XL,WarehouseC,OutOfStock,Supplier1,66,XL,WarehouseA,OutOfStock,Supplier4,199,XL,WarehouseB,OutOfStock,Supplier3,403,Medium,WarehouseB,InStock,Supplier3,188,XL,WarehouseB,InStock,Supplier3,265,Large,WarehouseB,OutOfStock,Supplier2,120,Large,WarehouseA,LowStock,Supplier1,338,Medium,WarehouseA,LowStock,Supplier1,319,Small,WarehouseC,LowStock,Supplier1
SKU000078,Medium,WarehouseB,InStock,Supplier1,392,XL,WarehouseC,InStock,Supplier2,9,Small,WarehouseA,LowStock,Supplier1,439,Large,WarehouseA,LowStock,Supplier2,499,Medium,WarehouseA,InStock,Supplier3,444,Medium,WarehouseA,OutOfStock,Supplier1,33,Small,WarehouseB,InStock,Supplier1,433,Medium,WarehouseB,LowStock,Supplier4,402,XL,WarehouseB,LowStock,Supplier1,262,Small,WarehouseC,InStock,Supplier1
SKU000079,Large,WarehouseA,LowStock,Supplier2,444,Large,WarehouseC,OutOfStock,Supplier1,481,Small,WarehouseC,InStock,Supplier2,37,XL,WarehouseA,InStock,Supplier3,487,XL,WarehouseC,OutOfStock,Supplier1,448,XL,WarehouseC,InStock,Supplier3,358,Medium,WarehouseB,LowStock,Supplier3,190,Small,WarehouseC,OutOfStock,Supplier3,93,Medium,WarehouseC,LowStock,Supplier3,189,XL,WarehouseA,InStock,Supplier4
SKU000080,Medium,WarehouseC,InStock,Supplier3,395,XL,WarehouseA,InStock,Supplier4,402,Large,WarehouseA,LowStock,Supplier3,74,XL,WarehouseC,LowStock,Supplier1,162,Medium,WarehouseB,LowStock,Supplier4,319,Large,WarehouseC,InStock,Supplier3,264,XL,WarehouseC,InStock,Supplier3,488,Large,WarehouseB,InStock,Supplier4,179,Large,WarehouseA,InStock,Supplier3,360,Medium,WarehouseB,OutOfStock,Supplier3
SKU000081,Small,WarehouseC,OutOfStock,Supplier1,397,Large,WarehouseB,InStock,Supplier3,363,Large,WarehouseB,LowStock,Supplier1,51,XL,WarehouseC,InStock,Supplier3,26,Large,WarehouseA,LowStock,Supplier2,479,XL,WarehouseB,OutOfStock,Supplier2,269,Small,WarehouseC,OutOfStock,Supplier1,288,Large,WarehouseC,InStock,Supplier4,106,XL,WarehouseC,OutOfStock,Supplier4,469,Large,WarehouseB,LowStock,Supplier3
SKU000082,Medium,WarehouseC,OutOfStock,Supplier4,29,Small,WarehouseB,InStock,Supplier4,178,XL,WarehouseB,OutOfStock,Supplier1,407,XL,WarehouseA,LowStock,Supplier1,27,Medium,WarehouseA,InStock,Supplier4,111,Large,WarehouseC,OutOfStock,Supplier2,311,Medium,WarehouseA,LowStock,Supplier4,116,Medium,WarehouseB,LowStock,Supplier1,436,XL,WarehouseB,InStock,Supplier2,173,Small,WarehouseC,LowStock,Supplier2
SKU000083,Large,WarehouseC,OutOfStock,Supplier2,43,Medium,WarehouseA,OutOfStock,Supplier3,313,XL,WarehouseA,LowStock,Supplier2,47,XL,WarehouseA,InStock,Supplier1,405,XL,WarehouseA,InStock,Supplier3,343,XL,WarehouseC,LowStock,Supplier3,229,Small,WarehouseB,InStock,Supplier1,28,Large,WarehouseC,InStock,Supplier1,192,Large,WarehouseA,InStock,Supplier4,281,Small,WarehouseC,InStock,Supplier3
SKU000084,Medium,WarehouseB,InStock,Supplier1,178,XL,WarehouseC,OutOfStock,Supplier1,343,Large,WarehouseA,InStock,Supplier2,36,XL,WarehouseA,LowStock,Supplier4,249,Small,WarehouseB,InStock,Supplier3,385,Small,WarehouseC,OutOfStock,Supplier2,42,XL,WarehouseB,LowStock,Supplier2,380,Medium,WarehouseC,OutOfStock,Supplier2,392,XL,WarehouseA,InStock,Supplier4,66,Medium,WarehouseB,LowStock,Supplier4
SKU000085,XL,WarehouseB,LowStock,Supplier1,184,Medium,WarehouseB,OutOfStock,Supplier2,176,Large,WarehouseA,LowStock,Supplier3,205,Small,WarehouseC,InStock,Supplier4,87,Large,WarehouseB,InStock,Supplier3,28,Large,WarehouseA,InStock,Supplier2,299,Large,WarehouseC,LowStock,Supplier2,42,XL,WarehouseB,LowStock,Supplier2,466,Large,WarehouseA,LowStock,Supplier3,204,Small,WarehouseC,OutOfStock,Supplier2
SKU000086,Small,WarehouseB,InStock,Supplier2,163,Small,WarehouseB,OutOfStock,Supplier4,415,XL,WarehouseC,OutOfStock,Supplier3,163,Small,WarehouseB,LowStock,Supplier2,292,Small,WarehouseA,LowStock,Supplier2,451,Large,WarehouseA,InStock,Supplier1,482,Large,WarehouseC,LowStock,Supplier1,37,Medium,WarehouseC,OutOfStock,Supplier2,4,XL,WarehouseC,OutOfStock,Supplier2,364,Small,WarehouseB,InStock,Supplier2
SKU000087,Medium,WarehouseA,OutOfStock,Supplier4,105,Medium,WarehouseB,InStock,Supplier3,334,Large,WarehouseA,OutOfStock,Supplier1,175,Medium,WarehouseB,LowStock,Supplier4,380,Medium,WarehouseC,OutOfStock,Supplier1,22,Small,WarehouseC,OutOfStock,Supplier3,1,Medium,WarehouseA,InStock,Supplier1,128,Medium,WarehouseC,InStock,Supplier4,180,Small,WarehouseC,InStock,Supplier3,214,Small,WarehouseC,OutOfStock,Supplier2
SKU000088,Small,WarehouseC,OutOfStock,Supplier3,58,Small,WarehouseB,InStock,Supplier2,487,Large,WarehouseA,OutOfStock,Supplier1,311,Large,WarehouseC,OutOfStock,Supplier4,89,XL,WarehouseB,InStock,Supplier4,119,Medium,WarehouseC,OutOfStock,Supplier2,498,Small,WarehouseA,LowStock,Supplier4,133,Small,WarehouseB,LowStock,Supplier3,217,Large,WarehouseB,LowStock,Supplier2,263,Large,WarehouseA,OutOfStock,Supplier1
SKU000089,Medium,WarehouseA,OutOfStock,Supplier2,19,Small,WarehouseB,LowStock,Supplier2,289,Large,WarehouseA,InStock,Supplier1,39,Medium,WarehouseA,LowStock,Supplier2,342,Large,WarehouseC,InStock,Supplier3,427,Small,WarehouseC,LowStock,Supplier4,85,XL,WarehouseB,InStock,Supplier3,302,Large,WarehouseA,LowStock,Supplier2,250,Large,WarehouseA,LowStock,Supplier4,123,Large,WarehouseC,LowStock,Supplier4
SKU000090,XL,WarehouseB,InStock,Supplier2,313,XL,WarehouseA,OutOfStock,Supplier2,381,Large,WarehouseA,InStock,Supplier2,367,XL,WarehouseA,InStock,Supplier2,435,Large,WarehouseC,OutOfStock,Supplier2,15,Small,WarehouseA,LowStock,Supplier4,416,XL,WarehouseB,OutOfStock,Supplier3,452,Medium,WarehouseC,InStock,Supplier4,118,Small,WarehouseA,InStock,Supplier4,368,Small,WarehouseB,LowStock,Supplier1
SKU000091,XL,WarehouseC,OutOfStock,Supplier2,301,Large,WarehouseB,LowStock,Supplier1,254,XL,WarehouseA,OutOfStock,Supplier3,283,Small,WarehouseA,OutOfStock,Supplier4,494,Medium,WarehouseC,LowStock,Supplier2,413,Small,WarehouseC,OutOfStock,Supplier4,409,Large,WarehouseB,LowStock,Supplier2,205,Large,WarehouseB,InStock,Supplier1,181,Medium,WarehouseA,OutOfStock,Supplier2,330,Medium,WarehouseC,InStock,Supplier1
SKU000092,XL,WarehouseC,LowStock,Supplier3,408,XL,WarehouseB,InStock,Supplier1,128,Large,WarehouseB,InStock,Supplier2,71,Small,WarehouseA,InStock,Supplier1,363,Small,WarehouseA,InStock,Supplier3,27,XL,WarehouseB,InStock,Supplier3,421,XL,WarehouseA,OutOfStock,Supplier4,277,Small,WarehouseB,OutOfStock,Supplier3,334,Large,WarehouseB,InStock,Supplier3,351,XL,WarehouseA,OutOfStock,Supplier2
SKU000093,Large,WarehouseA,LowStock,Supplier3,435,XL,WarehouseC,LowStock,Supplier1,32,XL,WarehouseB,LowStock,Supplier3,379,Small,WarehouseC,OutOfStock,Supplier2,376,XL,WarehouseC,OutOfStock,Supplier3,403,Small,WarehouseC,InStock,Supplier2,341,Large,WarehouseA,LowStock,Supplier1,16,XL,WarehouseC,InStock,Supplier1,105,XL,WarehouseC,LowStock,Supplier4,336,Medium,WarehouseA,OutOfStock,Supplier3
SKU000094,Large,WarehouseC,InStock,Supplier4,16,Medium,WarehouseA,LowStock,Supplier1,450,Small,WarehouseB,LowStock,Supplier1,59,Medium,WarehouseC,LowStock,Supplier1,436,Large,WarehouseC,LowStock,Supplier1,247,Medium,WarehouseB,OutOfStock,Supplier1,210,Large,WarehouseC,OutOfStock,Supplier3,496,XL,WarehouseC,LowStock,Supplier3,14,Small,WarehouseA,LowStock,Supplier4,89,XL,WarehouseA,OutOfStock,Supplier2
SKU000095,Small,WarehouseA,InStock,Supplier3,499,Large,WarehouseB,OutOfStock,Supplier4,146,XL,WarehouseC,InStock,Supplier2,258,Large,WarehouseA,InStock,Supplier3,303,Small,WarehouseC,OutOfStock,Supplier4,171,XL,WarehouseC,InStock,Supplier2,303,XL,WarehouseB,InStock,Supplier4,223,Small,WarehouseA,InStock,Supplier3,57,Large,WarehouseC,InStock,Supplier2,481,Medium,WarehouseA,LowStock,Supplier2
SKU000096,Small,WarehouseA,InStock,Supplier2,162,Small,WarehouseC,OutOfStock,Supplier1,161,XL,WarehouseA,OutOfStock,Supplier1,174,Large,WarehouseB,LowStock,Supplier1,215,Large,WarehouseA,OutOfStock,Supplier4,27,Large,WarehouseB,InStock,Supplier1,458,Small,WarehouseA,InStock,Supplier4,18,Small,WarehouseC,OutOfStock,Supplier4,68,Medium,WarehouseA,OutOfStock,Supplier2,239,Small,WarehouseB,OutOfStock,Supplier4
SKU000097,XL,WarehouseB,OutOfStock,Supplier3,460,Small,WarehouseA,InStock,Supplier1,94,Medium,WarehouseB,OutOfStock,Supplier1,276,Large,WarehouseB,LowStock,Supplier1,421,XL,WarehouseA,LowStock,Supplier3,6,Medium,WarehouseB,LowStock,Supplier4,338,Large,WarehouseC,InStock,Supplier4,199,XL,WarehouseC,LowStock,Supplier1,281,Large,WarehouseA,LowStock,Supplier2,210,Medium,WarehouseA,InStock,Supplier1
SKU000098,XL,WarehouseC,LowStock,Supplier2,254,XL,WarehouseA,OutOfStock,Supplier1,268,Medium,WarehouseA,LowStock,Supplier1,270,Small,WarehouseB,InStock,Supplier2,384,Medium,WarehouseC,OutOfStock,Supplier3,271,Small,WarehouseA,LowStock,Supplier4,238,XL,WarehouseA,InStock,Supplier2,306,Medium,WarehouseA,InStock,Supplier4,316,Large,WarehouseC,InStock,Supplier3,9,Small,WarehouseB,LowStock,Supplier3
SKU000099,Medium,WarehouseC,LowStock,Supplier3,470,Large,WarehouseC,LowStock,Supplier4,383,XL,WarehouseC,LowStock,Supplier4,286,XL,WarehouseB,InStock,Supplier2,477,XL,WarehouseA,LowStock,Supplier3,246,Small,WarehouseC,OutOfStock,Supplier1,313,Medium,WarehouseB,InStock,Supplier1,134,XL,WarehouseB,InStock,Supplier4,431,Large,WarehouseA,OutOfStock,Supplier1,130,Medium,WarehouseA,OutOfStock,Supplier4
SKU000100,XL,WarehouseB,LowStock,Supplier1,343,XL,WarehouseC,OutOfStock,Supplier3,112,XL,WarehouseC,InStock,Supplier3,135,Large,WarehouseB,OutOfStock,Supplier1,402,Large,WarehouseB,OutOfStock,Supplier4,122,Small,WarehouseB,InStock,Supplier1,114,XL,WarehouseA,LowStock,Supplier2,495,Small,WarehouseB,InStock,Supplier1,189,Large,WarehouseA,OutOfStock,Supplier1,478,Medium,WarehouseB,InStock,Supplier4
SKU000101,Large,WarehouseC,OutOfStock,Supplier1,63,Small,WarehouseA,InStock,Supplier3,304,Small,WarehouseB,InStock,Supplier1,384,Small,WarehouseA,InStock,Supplier3,347,Large,WarehouseA,InStock,Supplier2,445,XL,WarehouseA,LowStock,Supplier2,34,Large,WarehouseB,OutOfStock,Supplier1,267,Small,WarehouseA,InStock,Supplier4,433,Medium,WarehouseC,InStock,Supplier1,255,XL,WarehouseA,InStock,Supplier1
SKU000102,Large,WarehouseC,LowStock,Supplier4,186,Small,WarehouseA,LowStock,Supplier2,215,XL,WarehouseC,OutOfStock,Supplier4,484,Medium,WarehouseC,LowStock,Supplier2,300,Large,WarehouseA,OutOfStock,Supplier1,438,Large,WarehouseA,OutOfStock,Supplier4,202,Small,WarehouseC,LowStock,Supplier4,326,Large,WarehouseA,InStock,Supplier2,444,Medium,WarehouseA,LowStock,Supplier1,397,Medium,WarehouseC,LowStock,Supplier4
SKU000103,Medium,WarehouseA,InStock,Supplier1,375,XL,WarehouseC,OutOfStock,Supplier4,141,Medium,WarehouseC,InStock,Supplier1,376,XL,WarehouseB,InStock,Supplier2,127,Large,WarehouseA,LowStock,Supplier3,162,Medium,WarehouseA,InStock,Supplier2,100,Medium,WarehouseB,InStock,Supplier1,64,XL,WarehouseB,OutOfStock,Supplier2,71,Medium,WarehouseC,InStock,Supplier3,172,Medium,WarehouseC,InStock,Supplier3
SKU000104,XL,WarehouseB,LowStock,Supplier3,143,Small,WarehouseC,InStock,Supplier2,30,Large,WarehouseC,OutOfStock,Supplier4,364,Large,WarehouseB,LowStock,Supplier4,227,Small,WarehouseA,InStock,Supplier2,403,Small,WarehouseA,InStock,Supplier4,51,XL,WarehouseC,LowStock,Supplier4,3,Small,WarehouseA,LowStock,Supplier1,52,Medium,WarehouseA,LowStock,Supplier2,174,Small,WarehouseB,LowStock,Supplier1
SKU000105,XL,WarehouseB,LowStock,Supplier1,164,XL,WarehouseA,LowStock,Supplier1,430,Medium,WarehouseC,OutOfStock,Supplier1,437,Small,WarehouseA,InStock,Supplier4,58,Large,WarehouseC,OutOfStock,Supplier3,296,Large,WarehouseA,InStock,Supplier2,162,XL,WarehouseB,InStock,Supplier2,286,Large,WarehouseB,OutOfStock,Supplier2,433,Small,WarehouseB,LowStock,Supplier4,372,XL,WarehouseC,InStock,Supplier4
SKU000106,Small,WarehouseB,OutOfStock,Supplier1,407,Medium,WarehouseA,InStock,Supplier1,286,Large,WarehouseC,InStock,Supplier1,257,Small,WarehouseA,InStock,Supplier2,173,XL,WarehouseB,LowStock,Supplier1,267,Large,WarehouseC,LowStock,Supplier3,362,Large,WarehouseB,LowStock,Supplier1,190,Medium,WarehouseA,LowStock,Supplier2,385,Medium,WarehouseA,OutOfStock,Supplier3,55,Medium,WarehouseB,OutOfStock,Supplier1
SKU000107,XL,WarehouseA,OutOfStock,Supplier1,128,Large,WarehouseC,InStock,Supplier4,363,Large,WarehouseB,LowStock,Supplier3,212,Large,WarehouseA,LowStock,Supplier3,45,Large,WarehouseC,InStock,Supplier3,171,Medium,WarehouseA,LowStock,Supplier3,439,Medium,WarehouseC,LowStock,Supplier1,402,Small,WarehouseA,OutOfStock,Supplier1,434,XL,WarehouseC,OutOfStock,Supplier3,311,Large,WarehouseA,OutOfStock,Supplier1
SKU000108,Medium,WarehouseB,LowStock,Supplier2,425,Medium,WarehouseC,InStock,Supplier1,166,Medium,WarehouseA,InStock,Supplier4,354,Medium,WarehouseA,OutOfStock,Supplier4,11,Large,WarehouseB,OutOfStock,Supplier2,126,Large,WarehouseB,LowStock,Supplier3,271,Medium,WarehouseC,OutOfStock,Supplier2,123,Medium,WarehouseC,InStock,Supplier2,417,Small,WarehouseA,LowStock,Supplier3,310,Small,WarehouseB,OutOfStock,Supplier1
SKU000109,Medium,WarehouseC,InStock,Supplier4,3,Large,WarehouseA,OutOfStock,Supplier2,414,Large,WarehouseC,OutOfStock,Supplier1,371,Small,WarehouseB,LowStock,Supplier3,83,XL,WarehouseA,InStock,Supplier1,289,Small,WarehouseA,InStock,Supplier4,8,XL,WarehouseB,InStock,Supplier2,122,Large,WarehouseA,OutOfStock,Supplier1,388,Medium,WarehouseB,InStock,Supplier2,101,Medium,WarehouseC,InStock,Supplier3
SKU000110,Medium,WarehouseB,LowStock,Supplier1,223,Medium,WarehouseC,InStock,Supplier1,14,Small,WarehouseB,OutOfStock,Supplier4,273,Small,WarehouseA,OutOfStock,Supplier1,354,Medium,WarehouseB,InStock,Supplier4,65,Medium,WarehouseB,OutOfStock,Supplier1,401,XL,WarehouseA,LowStock,Supplier1,187,Small,WarehouseC,LowStock,Supplier3,222,Large,WarehouseA,LowStock,Supplier1,36,Small,WarehouseA,InStock,Supplier3
SKU000111,Large,WarehouseB,InStock,Supplier2,340,Small,WarehouseC,OutOfStock,Supplier3,382,XL,WarehouseC,OutOfStock,Supplier2,213,Small,WarehouseA,OutOfStock,Supplier1,63,XL,WarehouseA,InStock,Supplier1,40,Medium,WarehouseB,LowStock,Supplier2,15,Small,WarehouseB,LowStock,Supplier4,65,Large,WarehouseB,InStock,Supplier3,250,Small,WarehouseB,LowStock,Supplier1,312,XL,WarehouseB,InStock,Supplier3
